Edad,Ingreso_Anual,Deudas_Activas,Puntaje_Credito,Aprobado
35,28484,0,341,0
31,82648,1,696,0
36,79945,0,759,0
35,73678,3,790,1
31,51323,2,467,0
27,55361,1,473,0
39,30315,1,671,0
22,67968,1,449,0
35,46519,0,548,1
49,29107,3,479,0
64,75781,2,419,1
42,23869,3,327,0
47,47370,1,416,0
59,82695,3,561,0
24,80422,0,337,0
39,27971,4,496,0
59,45651,4,824,0
63,76974,2,736,1
20,43446,2,709,1
49,58108,3,632,1
40,95179,2,830,0
39,23823,0,764,0
25,33454,1,457,0
41,23932,1,459,1
37,30220,3,633,1
27,94090,1,675,1
58,87965,3,378,0
51,48208,2,496,0
52,92980,2,419,0
35,30510,0,525,0
31,64045,1,709,0
57,30537,0,837,0
53,92683,4,638,0
33,89134,0,836,0
55,92254,3,519,0
52,33782,3,592,1
42,85587,0,503,0
69,95720,2,813,0
64,98004,4,501,1
21,42072,0,331,1
60,92746,2,388,0
40,65702,0,501,1
21,26057,1,592,0
46,50916,3,414,0
28,47268,1,521,0
20,63978,1,481,0
30,43259,4,768,1
22,73583,2,725,0
42,99400,3,359,0
45,54293,1,784,1
23,27043,3,310,0
37,70430,2,684,1
25,58893,0,709,0
54,60642,1,341,0
41,98065,2,422,0
62,50868,3,551,1
34,46309,2,783,1
41,43284,0,512,0
56,89000,2,567,0
61,82107,3,839,1
31,85049,1,434,1
66,49265,1,797,1
68,43880,4,425,0
61,20255,3,658,1
57,21502,4,802,0
37,90192,4,617,1
64,85424,0,311,0
54,95838,3,776,1
49,90966,1,593,0
43,61366,3,739,1
61,47425,0,815,1
49,72328,3,690,1
33,87396,3,615,1
25,91694,4,307,1
22,25806,3,807,1
35,37106,4,423,0
26,76731,4,671,0
33,95010,2,613,1
28,52599,0,484,1
34,91326,4,846,0
40,95706,3,824,1
54,29004,4,338,0
21,71364,4,383,0
46,45792,4,320,1
21,84912,1,552,1
54,74645,1,602,1
37,27232,1,557,1
33,98210,1,841,0
39,74766,2,760,0
37,68542,4,523,1
29,25913,2,391,1
44,30567,3,579,0
21,58379,0,469,1
44,94968,2,547,1
52,20319,1,660,1
55,24791,1,648,1
50,20329,3,734,0
33,94387,4,705,0
20,81032,0,377,1
65,64078,2,757,1
35,41300,4,691,0
65,95700,4,313,1
22,70945,2,344,1
54,75609,2,337,0
60,80562,2,715,1
25,81901,2,544,0
44,25703,1,361,0
32,83115,4,792,1
53,47676,4,622,0
27,81710,1,551,0
40,80077,4,767,1
53,65440,2,360,1
23,56923,0,418,0
44,49802,4,386,0
34,82904,0,379,0
23,80162,0,527,1
64,85169,1,782,0
31,88147,3,609,0
51,42075,4,784,0
51,94716,1,324,0
47,29304,1,501,0
32,79622,0,524,0
50,74215,4,809,1
33,93973,1,819,1
39,32521,2,482,0
37,44028,1,376,1
48,59328,2,725,1
25,47301,3,366,0
51,58015,2,793,0
48,56845,2,846,0
62,96394,0,376,1
21,64159,1,354,1
42,63714,3,772,1
38,45230,1,546,1
50,69262,2,738,1
24,61722,2,613,1
38,66359,1,619,1
53,82796,3,519,0
29,60159,3,670,0
44,25239,0,515,1
21,70886,2,348,1
30,47195,2,762,0
69,54674,0,417,1
50,38105,1,381,1
34,49739,2,562,1
28,51969,1,795,0
42,34497,3,475,1
38,21816,4,388,0
28,79254,0,658,0
54,89385,2,585,1
40,53826,0,596,1
28,83365,3,559,0
47,70100,3,774,1
65,24359,3,835,0
26,32809,3,336,1
35,84450,4,480,1
35,58428,1,324,0
52,92790,1,648,0
23,22093,4,842,1
23,64498,1,526,0
58,60985,3,647,0
59,52009,1,337,0
36,37718,0,682,0
56,36705,1,535,1
58,82598,0,480,0
48,97878,2,413,1
55,32239,0,605,0
57,66622,0,431,1
58,66665,3,647,1
69,52274,3,479,0
56,31419,3,714,1
54,35003,0,684,0
26,50866,4,811,1
46,41988,3,342,1
47,75894,3,779,1
41,25674,0,417,1
33,90538,2,360,0
26,86446,2,487,0
56,49072,1,752,0
41,53717,2,486,1
24,46651,3,763,1
21,64291,4,463,0
46,83350,1,723,0
40,24646,4,401,0
57,59713,4,566,0
34,87936,3,452,0
40,64331,0,728,1
29,42185,0,726,1
42,72107,0,835,1
58,86554,2,632,1
24,37563,0,739,1
20,90729,3,423,1
32,35701,2,601,0
40,89072,0,648,0
45,68217,4,548,0
69,64610,3,570,1
64,70131,3,728,1
40,49410,1,546,1
37,78715,3,780,1
56,58665,4,397,0
64,35957,3,628,1
51,68127,1,724,1
55,83589,3,723,1
36,66008,3,304,1
54,81920,1,758,1
68,52875,3,797,0
30,21626,2,386,0
40,83822,3,701,1
45,91765,0,592,1
23,92413,0,580,0
53,53642,2,496,1
67,58311,3,382,1
37,52356,4,326,0
59,23809,3,434,0
54,63371,0,389,0
60,54875,1,505,0
48,29465,2,326,0
48,86095,1,677,0
57,93844,4,714,0
61,85250,3,526,1
40,35250,4,367,1
61,66023,1,661,1
32,66624,3,559,1
68,36427,4,362,1
60,53276,0,691,1
36,91643,0,545,1
28,99012,2,577,0
60,23439,0,646,1
20,98672,0,671,1
21,99703,1,422,0
67,37300,0,356,0
48,80289,0,459,1
52,37182,1,426,0
29,90507,0,610,0
69,70912,0,817,1
59,46909,2,564,1
40,39659,0,587,1
47,51403,0,719,1
30,53586,2,827,1
53,30360,1,439,0
27,41424,0,774,1
41,68791,4,828,0
27,23065,1,688,1
68,88795,1,810,0
34,32300,0,837,0
36,53370,2,512,0
42,89831,1,812,1
43,47209,2,564,1
64,40927,4,642,0
38,54579,2,337,0
24,29032,3,532,1
51,98413,2,559,1
63,60731,1,607,0
20,73767,2,702,0
42,92302,2,560,0
56,69954,3,775,1
27,45102,3,405,0
32,54433,0,546,0
27,35932,1,603,0
42,45714,0,642,1
62,77803,3,746,1
20,59743,2,337,1
64,22552,3,345,1
43,76627,4,519,1
54,65987,2,555,0
43,99810,0,436,1
36,65380,2,530,0
24,49250,4,337,1
39,88344,3,454,1
40,84686,1,802,1
59,65028,1,404,1
50,35295,1,554,1
65,75248,3,703,1
55,30523,1,787,0
30,65530,4,757,1
34,33769,3,827,0
38,83042,1,824,1
26,64645,0,669,0
47,82142,3,401,0
62,45557,3,840,1
24,99782,2,811,0
24,98382,1,688,0
49,57085,0,662,1
51,70708,4,414,1
27,71357,3,642,0
29,33470,4,373,1
57,98712,4,434,1
66,99082,4,679,1
51,26805,2,789,1
67,82028,4,424,0
47,70772,1,337,0
36,72104,1,609,0
50,93616,0,405,0
27,26630,0,524,0
59,35701,4,541,0
44,34859,4,696,1
28,41183,2,452,1
21,60438,4,835,1
34,62244,4,701,0
69,94312,4,445,0
22,35021,3,490,1
68,89863,3,500,0
55,75565,2,311,1
23,68043,2,351,1
33,93150,1,601,0
60,84361,2,599,0
60,21245,1,820,0
44,61011,4,439,0
69,30355,2,399,0
29,68692,2,784,0
40,69004,2,436,1
55,49714,1,665,0
31,37198,1,833,1
46,86951,0,806,0
59,21652,1,460,0
21,63625,1,474,0
32,38740,3,387,0
51,23810,2,698,0
50,36569,1,779,0
35,99120,2,844,0
51,46783,2,776,0
51,98047,3,582,1
53,29471,2,751,1
30,26163,1,381,0
29,83087,2,512,0
34,82071,0,819,1
36,36065,0,433,1
59,68348,3,746,1
37,39154,1,417,0
28,40229,3,542,0
44,72587,0,449,1
59,69713,1,832,1
33,46997,2,678,0
44,41101,1,824,1
69,60391,4,812,0
41,95863,1,416,0
49,92723,2,616,0
39,79405,4,311,0
40,54948,3,389,1
63,73031,1,687,1
51,57921,3,382,1
65,92571,1,695,0
68,97007,0,844,0
40,48460,0,399,0
54,41071,2,756,0
51,86118,0,627,1
49,68282,4,373,0
58,78445,4,395,1
68,74816,1,391,1
31,23060,3,629,0
60,33731,4,474,1
66,97830,1,614,0
37,40719,3,796,1
40,67042,0,568,1
32,69116,1,727,0
40,46325,3,334,0
27,42597,2,418,1
65,87439,2,670,0
59,34551,4,750,1
65,44278,3,608,0
26,35141,2,656,1
42,87913,4,675,1
63,53615,1,404,1
51,82751,1,689,0
30,47452,3,475,0
41,42725,3,405,0
41,70391,3,462,1
62,95060,3,566,0
44,31698,2,578,0
41,97850,2,602,1
47,22365,4,426,0
48,63372,2,545,1
32,64134,1,533,1
37,57823,4,738,1
21,91158,2,436,0
48,21949,3,448,0
40,69396,2,355,1
34,51912,0,655,0
46,76947,4,556,1
69,64387,2,362,1
50,83965,2,362,0
34,36508,1,328,1
42,65592,3,599,1
43,21919,3,514,1
63,62595,1,440,1
32,29617,1,806,1
41,95268,0,798,0
62,53298,4,801,1
56,26929,3,490,0
52,34456,1,348,1
22,57924,1,662,0
38,44240,4,795,0
42,29228,1,576,0
48,41686,0,346,0
49,31920,4,515,0
58,27432,0,529,1
63,83575,2,622,0
66,91725,3,720,1
44,53910,1,524,0
56,50226,4,586,0
66,93150,0,345,0
27,79099,3,313,0
61,38013,3,674,0
35,41446,1,632,1
27,90375,3,465,0
20,82509,1,806,1
63,20557,2,416,0
24,50666,1,738,1
22,57389,0,603,0
20,67700,3,756,1
23,44578,3,570,0
59,94779,3,515,0
54,29596,1,412,1
51,77500,4,315,1
61,92534,1,515,0
53,30129,0,726,0
62,83394,1,434,1
44,86046,3,342,0
29,31596,2,583,0
40,85355,0,397,1
65,32974,2,359,1
58,86673,0,529,0
46,90202,0,684,1
46,94442,3,458,0
21,41818,1,770,0
60,63246,3,507,0
67,75598,3,473,1
32,22654,3,380,0
28,53758,2,317,0
55,44204,0,590,1
41,54928,4,659,0
61,73609,1,578,1
45,50552,3,696,1
31,30336,0,441,1
36,67037,1,816,0
33,36206,4,550,1
33,54831,4,839,1
53,63563,3,536,0
39,38361,4,431,0
30,61335,4,605,0
35,94469,1,657,0
50,45816,1,584,1
25,35619,3,592,1
38,46819,0,462,0
56,31741,3,718,1
23,28798,2,767,0
66,45143,4,806,1
23,69695,0,777,0
39,52747,1,661,0
29,41182,2,611,0
43,29415,2,544,1
54,31085,4,776,0
45,35008,1,735,0
56,38452,0,549,1
57,84075,1,321,1
40,28120,4,776,1
59,84385,2,810,1
58,93356,4,635,1
40,38170,3,641,1
29,36259,2,637,1
57,42099,4,779,1
65,29649,0,341,1
23,79258,0,373,0
64,61037,0,321,0
39,31805,3,519,0
36,63147,1,378,1
26,94280,0,534,1
23,66053,3,456,1
48,96215,0,626,1
33,30985,3,413,0
22,32391,0,574,1
43,24861,1,680,0
56,83582,4,319,0
35,71928,0,508,1
23,54364,4,459,1
43,62923,0,337,1
53,27919,1,417,0
49,75896,4,689,1
37,67396,3,676,0
38,54840,0,675,1
50,62255,0,341,0
38,91160,3,769,1
68,28176,1,757,0
65,53529,2,429,0
38,76406,0,327,1
41,32941,3,625,1
43,21669,2,808,1
64,64859,0,624,1
31,75786,4,459,1
49,71083,3,815,1
57,60076,4,553,0
50,40323,1,547,0
55,26021,2,652,1
38,59807,3,697,0
67,70355,0,502,0
64,64732,0,601,0
55,28711,2,447,0
49,83079,4,520,1
68,27904,4,562,0
52,84033,3,595,0
37,75096,3,614,1
68,23093,4,591,1
47,44918,3,330,1
66,92743,4,343,0
30,82636,2,433,0
64,78806,3,648,0
52,29394,4,518,0
36,33280,3,749,0
25,56303,0,803,1
23,47453,0,385,1
39,80695,1,550,1
67,88449,4,564,1
66,45765,1,822,1
46,22340,4,379,1
34,58057,3,760,1
25,20597,4,551,1
66,77988,0,317,0
33,35025,3,555,0
30,27145,0,544,1
58,75797,3,452,0
28,61723,4,799,1
45,93230,4,757,1
35,24830,0,841,1
24,43930,2,414,0
29,43752,4,746,0
69,96025,2,652,0
22,82040,3,840,1
32,87696,2,621,0
62,84648,0,758,1
68,75030,1,525,1
49,76815,1,660,1
64,55690,0,830,1
25,77923,1,411,1
36,56572,0,511,0
64,74030,4,532,1
38,87904,2,458,0
61,49203,1,623,0
54,97088,4,392,0
65,25608,1,547,1
45,65667,3,440,0
24,75547,0,703,1
48,42485,0,703,1
56,29862,4,713,1
39,95948,3,739,0
68,91880,2,532,1
40,77560,3,492,1
29,48415,3,398,0
24,84523,2,412,1
55,39323,2,835,0
25,73214,3,580,1
45,37997,1,822,1
23,77003,1,649,0
58,23679,3,615,0
58,60308,1,799,1
69,95024,2,836,0
54,59842,2,735,0
20,85408,1,822,1
43,89532,2,743,1
55,73938,0,507,1
25,25695,2,575,1
60,78499,3,796,0
65,43382,4,596,1
63,34235,1,673,1
50,82223,1,483,0
39,22366,2,331,1
43,47467,2,582,1
44,79316,4,731,0
55,26764,4,818,1
40,81836,3,761,1
49,51923,0,667,0
43,36292,3,551,1
63,21614,1,465,1
61,40939,2,828,1
49,38800,3,670,0
41,76440,2,402,0
47,43246,2,425,0
26,72805,3,337,1
54,69648,3,647,1
47,76851,4,512,0
33,51688,0,618,0
29,49764,4,725,0
35,52470,0,546,1
35,58501,3,585,1
50,77207,0,530,0
61,82157,1,619,0
44,23216,4,811,0
32,42072,4,820,0
25,57132,4,524,1
63,37861,2,805,0
28,84186,2,406,0
64,24960,3,630,1
55,38781,3,304,1
62,51126,2,767,1
39,42578,4,815,1
37,37883,2,462,1
62,49782,0,830,1
40,76387,4,381,1
23,36979,2,780,1
69,53746,3,815,1
52,86266,2,486,0
46,20056,1,445,0
26,51457,2,451,0
25,22243,4,662,1
34,75031,2,392,1
37,21701,3,330,1
51,76381,0,839,0
30,70438,1,348,0
39,93839,4,557,1
43,86483,3,817,0
34,40505,1,840,0
67,26553,2,709,1
26,53525,1,455,0
40,64348,0,845,0
61,91187,1,739,0
45,27273,1,536,0
63,84236,2,667,1
33,95569,2,356,0
56,23535,4,474,0
40,38677,2,513,0
37,20908,1,326,1
24,90153,0,418,0
22,55079,2,446,0
42,69323,4,564,0
45,65320,4,702,0
56,66105,1,557,0
43,50164,2,488,1
68,21885,2,798,1
38,77819,4,538,1
44,21049,2,626,1
40,73281,1,369,0
31,63271,0,324,1
60,86697,1,455,0
52,86351,2,518,1
69,56534,1,678,0
23,78097,3,493,1
61,73813,3,339,1
26,45037,2,642,0
41,56007,2,802,0
52,99478,0,749,1
36,47278,1,635,0
43,28272,0,303,1
53,77183,2,816,0
47,58294,2,796,0
62,93277,4,525,1
60,82509,0,449,0
58,24694,2,537,0
41,78150,3,402,1
68,87470,4,474,1
36,41556,1,760,1
53,84471,4,333,1
25,69855,1,817,0
65,69086,3,739,0
25,38907,1,584,0
53,91695,0,524,1
20,68487,1,556,0
29,49158,1,358,0
40,40293,4,545,1
24,65761,3,818,1
21,53387,1,513,1
41,60750,0,515,0
67,88602,4,702,1
21,41256,3,582,0
29,25594,3,514,1
53,22460,2,681,0
35,92356,0,344,0
67,74698,4,471,0
58,36191,4,520,0
41,30529,0,684,1
31,52175,3,394,1
43,37675,1,343,1
66,63158,0,527,0
59,66798,4,616,1
57,90910,0,634,0
29,45976,3,766,0
54,83116,2,596,0
68,98678,2,844,0
51,82821,1,788,0
26,32204,1,514,0
40,75665,3,823,1
39,27394,1,301,1
45,84814,2,506,0
23,53593,3,640,0
65,61964,3,706,0
41,97188,3,605,0
34,73365,0,806,0
59,20443,1,768,0
40,48180,4,794,1
34,68791,2,560,1
41,95899,1,663,0
47,63665,2,813,1
33,23465,1,840,1
46,88247,4,754,0
60,71559,2,443,0
59,45198,4,491,1
47,74740,2,652,1
45,42488,0,598,0
68,58515,0,759,1
21,47898,2,726,0
44,21919,2,330,1
22,70070,4,631,0
27,82613,3,710,0
63,67003,2,351,1
52,68478,1,683,1
61,34434,1,542,0
54,66246,1,716,0
25,56649,0,774,0
58,79030,4,691,0
42,73061,0,688,0
44,21999,1,768,1
69,34849,2,707,0
62,96439,1,818,1
38,72800,2,488,1
24,25445,4,650,0
30,38040,3,582,1
31,84315,2,456,1
29,20246,0,447,0
27,51153,1,369,1
43,25212,1,669,1
47,23339,1,814,1
60,76238,2,533,0
55,39394,4,766,1
56,73871,2,586,0
40,97722,0,593,1
27,54607,1,780,1
28,72055,2,433,1
66,24395,1,307,0
34,35290,0,327,0
67,85078,3,819,0
65,23691,3,609,1
59,27470,3,840,0
37,23841,1,793,0
61,83197,2,333,0
39,75773,1,306,1
25,37776,4,339,0
31,91596,2,629,1
21,47584,0,361,1
26,24300,3,385,1
35,23338,2,415,0
22,82601,2,596,0
64,25487,3,678,0
22,56282,0,621,0
46,96816,1,694,1
69,48804,1,656,0
62,29915,2,718,0
59,31158,3,777,1
57,94157,4,635,0
52,30547,0,319,0
47,22459,1,711,0
20,48768,0,848,1
27,83146,0,558,1
56,70870,0,656,1
51,70460,3,500,0
67,80817,3,710,0
62,58247,3,587,1
56,35419,2,347,1
23,55577,3,669,1
49,22921,2,530,1
25,24676,1,394,0
65,69684,1,602,1
38,33463,1,517,1
51,45474,1,686,1
28,60935,1,390,1
31,87005,3,357,0
30,78596,4,733,1
65,92828,3,821,1
35,75152,4,782,0
20,92467,3,666,0
64,72576,1,706,1
40,86627,0,817,0
49,45772,4,630,1
32,36363,0,534,0
53,48490,1,710,1
23,79004,4,482,0
47,73806,0,586,0
57,20260,3,422,1
50,95992,1,457,1
46,42320,3,622,0
24,98971,3,312,0
44,62145,1,503,1
22,83688,4,601,1
52,68581,2,342,1
23,40754,2,805,1
44,89837,1,490,0
39,27207,2,359,1
53,47920,0,765,1
45,44016,4,678,1
24,80522,3,728,1
54,94092,3,361,1
47,74068,1,601,1
48,40102,3,471,1
28,21924,0,804,1
57,74333,0,362,1
69,66099,1,315,1
25,77346,3,400,1
38,95481,2,475,0
63,70062,2,492,0
30,20306,4,572,1
21,89767,1,766,1
66,32207,4,474,0
63,59426,2,533,0
63,26336,2,515,0
28,95166,2,790,0
40,37256,4,716,0
43,69817,1,832,1
53,53719,0,750,1
41,62017,0,579,1
22,65704,2,543,0
31,50013,1,445,1
47,99991,1,366,1
49,90258,3,402,0
45,98348,3,609,0
67,56776,4,416,1
40,30060,3,771,1
47,98592,4,620,1
45,26655,0,734,0
52,69923,2,669,1
40,98563,1,486,0
54,24030,0,768,1
53,53289,0,772,1
60,39739,4,753,0
66,81687,2,745,0
37,56491,4,393,0
30,92115,0,337,0
42,24781,1,781,0
67,40448,3,410,1
41,71550,4,709,1
36,69294,0,467,1
24,41446,3,696,1
63,96579,3,426,1
30,37101,0,341,1
49,86178,2,340,0
34,48016,0,786,1
46,38932,1,698,0
54,64653,3,481,0
52,72802,1,480,1
39,27549,4,763,0
35,98933,3,349,1
53,45362,2,707,0
21,67842,0,700,0
54,66539,4,445,1
59,53717,1,597,0
47,74596,4,444,0
66,43016,2,315,0
58,75200,0,384,1
25,80287,4,515,0
28,62607,1,781,1
39,47621,4,351,1
20,32823,0,847,1
27,49986,4,406,1
42,84325,1,518,0
22,77771,0,636,1
23,74973,2,670,1
44,34690,2,553,0
66,59107,3,704,0
57,77888,4,329,1
34,30956,1,484,1
40,76227,4,588,1
54,56533,0,658,1
65,76234,3,773,1
33,87594,1,699,0
55,76901,4,432,0
31,31519,1,801,1
36,51115,0,802,0
58,86266,3,376,0
28,21832,1,649,1
54,61368,0,359,0
32,89715,2,754,0
34,91835,1,764,1
37,93366,3,610,1
52,57570,1,390,0
25,26615,1,597,1
46,92298,0,624,1
42,58311,4,579,0
46,43434,4,417,0
53,35739,1,570,0
65,86202,3,816,1
57,99599,3,400,1
33,53649,0,687,1
55,67445,1,585,1
27,59470,1,352,0
54,94965,4,539,0
38,68621,0,513,0
49,52926,2,660,0
33,57997,3,663,1
39,79940,3,626,1
68,60724,1,775,0
44,51704,0,396,0
59,48391,2,626,0
43,83291,3,372,1
33,22526,0,555,1
45,44686,2,469,1
57,93339,1,632,0
42,26574,4,456,0
41,28733,3,718,0
67,70290,3,757,1
38,92793,2,398,1
65,56051,4,543,1
22,35909,0,776,1
61,97338,1,740,1
38,93432,0,493,0
28,48133,2,674,0
47,71571,3,666,1
39,99062,3,454,0
64,70908,0,798,0
26,31278,1,833,1
33,71458,2,757,1
28,84265,1,412,1
38,76782,2,323,0
66,75415,1,582,0
33,74160,0,591,1
57,74399,4,662,1
55,45298,2,700,1
59,42191,0,565,1
36,76964,3,353,1
49,53092,3,721,0
28,95257,1,773,0
52,82513,3,542,0
44,71097,4,653,1
33,50279,2,687,0
30,34404,1,477,1
54,90022,2,774,1
60,55198,2,704,0
33,69997,0,335,1
49,98692,3,657,1
60,20567,2,626,1
23,81032,4,343,1
23,22179,4,619,0
47,22019,3,771,0
27,38704,3,568,0
21,38030,1,824,1
60,89445,1,324,1
65,93551,1,456,1
41,23420,3,484,0
60,79875,2,473,1
35,67653,0,693,1
48,36740,1,485,1
68,85263,0,580,0
67,84559,4,594,1
49,39465,3,827,0
31,71432,4,487,0
54,24131,1,711,0
30,30652,2,485,0
65,84973,1,843,1
69,67147,0,600,0
40,67671,1,608,1
40,39171,2,488,0
24,75692,2,710,0
67,78541,3,837,0
39,29470,3,686,0
56,81344,2,492,0
22,64308,2,462,1
63,70639,0,352,1
52,41326,1,774,0
28,24597,3,473,0
28,50788,0,495,0
23,85020,1,510,1
54,69477,3,689,1
36,53071,0,607,1
53,90603,4,756,0
43,81923,4,630,0
51,90560,3,794,0
20,93251,0,628,1
27,77492,1,328,0
64,51770,1,421,1
42,96762,0,757,1
66,55399,4,717,1
59,98948,0,458,0
31,77439,4,815,1
31,64415,4,301,0
65,32569,1,601,1
66,22369,3,378,0
34,20528,2,614,0
60,50314,0,627,0
38,38047,4,575,1
45,39748,0,751,0
48,55109,3,785,0
41,33919,3,406,0
59,67498,2,545,0
40,75808,2,463,1
57,90441,4,826,0
39,94420,2,300,1
48,48906,4,436,1
23,91486,1,450,1
26,86896,4,479,0
47,41946,2,786,0
47,67020,0,317,1
23,94266,2,524,1
41,42161,3,404,0
31,47738,2,364,1
64,23925,1,632,1
22,28463,4,671,0
41,77153,3,506,1
63,81009,4,528,0
21,61552,4,441,0
43,76271,2,630,0
53,29797,0,570,0
46,91942,3,624,0
60,33965,1,826,1
20,33733,1,846,1
27,73223,0,368,1
42,46926,0,511,1
57,48783,2,681,0
25,56394,1,719,0
41,84796,3,347,1
44,48287,0,530,1
37,50436,0,776,0
36,93567,0,388,1
31,23188,3,351,0
25,26765,1,833,1
45,71626,3,721,1
46,30807,3,745,0
27,30204,2,430,0
38,77944,0,673,1
61,62120,1,829,0
20,42658,2,404,0
48,57081,2,686,0
64,54986,4,635,1
68,99322,0,416,1
54,70304,1,300,1
59,85592,1,837,1
33,78548,1,735,1
54,59986,0,795,0
67,94095,1,311,1
64,86151,3,593,0
39,93598,3,807,0
68,48214,0,427,1
32,58745,1,375,0
57,62548,4,568,1
68,30681,4,445,0
65,26984,4,702,1
68,47579,3,798,0
27,74933,4,498,0
62,47399,1,802,0
39,51481,1,702,0
52,20944,4,508,0
45,29114,2,641,1
58,59846,4,347,1
40,97848,2,840,0
68,52596,0,475,0
61,95287,0,810,0
62,26907,1,318,0
60,48114,3,794,1
28,45009,1,654,0
43,70241,1,644,1
56,55725,3,359,0
68,38996,1,528,1
60,26047,3,446,1
36,48767,1,597,0
43,36347,0,632,1
40,44102,2,631,1
58,24263,1,732,1
60,87438,2,698,0
58,50540,4,634,1
32,95726,1,508,1
30,83769,0,710,0
65,60843,3,570,0
38,47690,0,479,0
30,22994,2,714,0
32,87546,3,645,1
65,27377,0,818,0
64,98572,0,737,1
20,46467,0,312,0
59,20048,3,703,0
63,56978,0,679,1
38,67606,0,720,0
31,93414,2,479,1
27,69222,0,582,1
27,68115,0,717,1
64,60647,4,655,1
31,74607,3,315,1
67,77410,4,614,1
52,41996,2,832,0
64,74921,4,315,1
45,66022,1,764,1
58,60148,3,762,1
47,87764,0,844,0
24,28888,4,368,1
27,59159,4,710,1
44,62197,0,351,0
46,44474,0,364,1
65,37333,2,766,1
42,56355,4,571,1
49,93903,4,738,0
64,86258,1,829,0
66,51145,1,572,1
42,95675,4,758,1
68,69854,1,472,0
66,87664,4,820,0
39,55285,3,796,0
37,37533,2,833,0
37,52624,1,371,1
21,66996,4,471,1
23,66947,1,591,1
49,47956,2,551,1
52,71030,3,708,1
55,78597,0,666,0
37,62443,0,555,1
56,85464,1,824,0
38,23952,4,739,1
66,76880,2,634,0
47,72201,3,734,0
59,62460,3,760,0
39,42796,3,607,1
68,51746,0,394,0
52,20015,2,708,0
31,69757,0,467,1
34,45957,1,386,1
60,41292,3,302,0
58,51876,2,671,0
21,80727,3,827,0
48,67046,0,322,1
60,34817,0,397,1
29,29759,0,821,0
21,68432,3,620,1
30,26412,2,833,0
32,77757,2,666,0
29,40504,1,483,1
33,28507,3,716,0
37,41050,1,513,1
28,24820,1,509,1
58,27835,1,432,0
47,33587,1,352,0
22,77732,0,322,1
39,71921,1,405,1
25,65499,2,759,0
46,26840,1,781,0
21,85077,0,419,0
48,51440,4,507,1
57,55183,4,617,0
22,22389,4,637,0
35,75076,3,454,1
49,86299,2,454,0
59,59023,0,693,0
21,70029,4,804,1
36,59941,0,612,1
60,73950,0,558,0
31,96054,3,456,0
54,85363,4,313,0
62,81742,1,376,0
20,65215,0,638,1
64,67857,4,708,1
34,75476,0,693,1
45,48173,3,519,1
56,29395,3,732,1
40,79768,1,754,1
68,66229,3,439,1
50,46639,4,797,0
44,82583,3,829,1
42,48924,1,395,0
43,92969,2,327,0
57,50104,0,529,1
47,57594,0,715,0
40,23664,4,755,1
62,30528,1,324,1
37,48190,1,703,1
55,86033,1,841,1
54,81161,0,464,0
64,93177,3,507,0
28,90179,0,672,1
57,90592,0,368,0
49,52899,0,819,1
63,90979,3,652,0
53,37241,2,400,0
51,66211,4,300,0
22,83472,2,650,1
22,94248,2,306,0
47,93757,0,617,0
63,51346,2,808,0
34,97124,0,485,0
60,62220,0,761,0
42,37942,4,642,0
59,69167,1,307,1
30,56373,0,435,0
67,87143,2,682,0
51,22016,4,485,1
55,89110,2,671,0
52,66309,1,465,1
43,27274,3,620,0
58,35748,1,456,0
53,40175,4,584,0
47,31826,1,327,1
56,54129,1,650,1
26,90009,4,382,0
23,43490,4,669,1
56,61435,2,840,0
20,95017,0,694,0
20,28520,3,779,1
66,81877,3,512,1
39,39798,3,659,0
38,74638,1,513,0
48,89072,4,603,1
29,87309,4,454,1
37,49894,4,679,0
47,82963,0,499,1
54,74567,4,537,0
62,55326,4,466,1
66,75059,1,525,1
50,25079,2,550,1
46,45838,3,579,1
30,67109,1,775,0
68,45594,1,797,0
68,62749,1,834,1
57,56292,3,710,0
24,94534,1,728,0
27,99233,2,838,1
53,71818,4,742,0
67,33429,2,509,0
31,77748,4,846,0
57,68807,4,790,1
20,27140,1,770,0
50,83226,1,762,0
23,34901,3,849,1
68,48525,0,776,1
64,40491,2,497,1
69,88816,3,820,1
24,54980,3,798,0
49,28078,2,810,1
43,68704,2,624,0
22,36997,4,766,0
30,99810,0,438,0
64,20868,1,541,0
23,46398,0,615,0
45,41246,0,434,0
46,40561,1,487,1
65,36254,0,368,0
62,54512,3,738,1
46,97395,3,376,1
61,77865,1,699,1
69,43580,1,673,0
25,90959,2,311,1
34,92144,2,786,1
49,62485,0,716,1
61,70621,0,506,0
56,70665,1,640,0
56,90412,0,610,0
61,70603,4,607,0
56,41038,3,592,1
54,34325,0,675,1
42,55892,0,826,0
25,21753,2,639,0
23,37996,4,382,0
37,88811,0,751,0
28,94283,3,302,1
68,65211,0,755,1
48,82820,1,535,0
32,20824,4,688,0
66,33880,0,692,1
36,86617,4,329,0
64,31517,0,447,1
51,41683,3,582,1
67,36876,3,537,1
41,76354,4,618,0
23,93802,2,636,0
24,96719,2,330,1
56,98413,1,506,0
60,29982,2,528,0
68,94504,4,641,1
32,46598,2,759,1
53,34639,1,435,0
64,90210,0,583,0
41,89852,2,650,1
42,29695,4,316,0
22,68582,4,514,0
61,51094,1,694,1
53,80635,1,698,0
51,42187,3,713,0
64,21214,3,543,0
68,43940,3,394,0
40,64406,0,305,1
