ID,Year,Mileage,EngineSize,FuelType,Transmission,Horsepower,Price
6406,2011,236740,2.7,3,1,62,76371
6407,2017,194446,4.2,2,1,382,35177
6408,2018,39404,3.7,1,1,317,79244
6409,2014,75223,4.0,3,0,273,21697
6410,2007,10637,3.4,0,1,276,22744
6411,2018,231224,2.4,0,1,413,23508
6412,2009,113186,5.8,1,0,240,38595
6413,2006,25828,1.4,1,1,299,55828
6414,2017,194616,5.7,3,1,239,15339
6415,2015,232804,2.6,0,0,421,21079
6416,2019,111976,3.6,0,1,77,91311
6417,2005,55097,1.5,2,1,488,41546
6418,2008,123271,1.4,2,0,272,33339
6419,2020,42022,3.1,0,0,421,65673
6420,2012,42202,4.7,2,0,252,20320
6421,2020,38704,2.3,2,1,91,39228
6422,2007,101411,3.8,2,1,238,64914
6423,2015,139688,2.4,1,1,129,79505
6424,2012,33641,2.9,0,1,87,72099
6425,2012,47479,5.5,0,1,386,62738
6426,2016,219843,5.3,0,1,158,63864
6427,2022,32027,3.6,2,1,163,55424
6428,2019,239535,2.2,3,1,413,26510
6429,2004,52912,2.0,3,1,182,43300
6430,2021,118227,5.8,2,1,389,26440
6431,2020,233630,2.0,1,0,225,30230
6432,2016,212546,5.0,1,1,212,33166
6433,2008,138773,2.8,0,0,353,60170
6434,2001,119658,5.9,3,1,284,72451
6435,2017,52692,2.8,1,0,319,78730
6436,2008,108884,2.8,3,0,103,21796
6437,2005,42209,4.2,3,0,203,58267
6438,2010,198635,5.8,1,1,423,41859
6439,2005,66738,5.9,2,1,414,9540
6440,2005,47242,4.5,0,0,476,19562
6441,2012,151013,4.8,0,1,287,55521
6442,2010,148145,3.8,1,0,91,66277
6443,2013,117966,4.8,2,1,265,64097
6444,2001,178899,5.3,1,0,144,77356
6445,2007,187297,3.4,1,0,195,73947
6446,2002,178168,4.1,3,0,152,26554
6447,2022,191618,3.7,3,0,488,81148
6448,2020,76457,3.8,0,0,355,32305
6449,2002,139257,5.5,3,1,174,34640
6450,2000,78309,2.8,3,1,391,95464
6451,2018,211070,2.0,2,0,198,46437
6452,2017,96496,3.3,1,1,211,7291
6453,2016,171340,2.0,1,1,266,59828
6454,2019,226426,3.5,2,0,89,26206
6455,2012,246109,5.5,3,1,168,49899
6456,2002,120078,4.1,3,1,160,17695
6457,2000,183150,5.3,1,0,335,78118
6458,2003,11865,1.8,0,1,247,89020
6459,2012,106242,5.5,1,0,166,42929
6460,2016,38887,4.0,0,0,74,98859
6461,2010,190948,1.2,3,1,334,82415
6462,2001,106047,4.2,0,0,116,98040
6463,2015,174551,5.8,0,1,234,53289
6464,2001,138863,1.4,0,0,352,98337
6465,2018,50478,3.9,0,0,265,6350
6466,2022,167473,5.6,0,0,154,88409
6467,2018,169574,1.0,1,0,194,49597
6468,2015,121750,4.2,2,1,482,40635
6469,2021,23394,3.4,3,1,158,57717
6470,2018,239766,2.7,1,1,99,52628
6471,2008,150334,4.1,2,1,261,63817
6472,2000,14487,1.3,1,1,139,31223
6473,2009,168413,4.8,2,1,438,55174
6474,2018,118924,1.0,1,0,318,53183
6475,2000,154642,2.5,3,1,240,26607
6476,2001,67268,3.5,3,1,344,15414
6477,2015,39605,2.9,0,1,478,70484
6478,2011,81602,2.5,2,1,66,50377
6479,2007,243870,5.2,1,1,281,79819
6480,2022,167795,5.7,0,1,492,59796
6481,2017,210180,5.4,1,1,404,23763
6482,2001,88206,3.6,3,1,129,51752
6483,2012,201170,5.4,3,0,108,18989
6484,2005,103375,5.6,2,1,401,78002
6485,2020,189779,3.0,1,0,427,20201
6486,2005,190100,2.4,1,1,441,81842
6487,2008,103937,1.5,0,1,79,36560
6488,2015,66921,3.4,3,1,180,68686
6489,2010,70760,5.7,0,1,450,92683
6490,2006,151321,3.8,0,1,172,38257
6491,2009,77847,4.3,2,1,100,23975
6492,2009,107547,1.6,0,1,457,66184
6493,2019,53839,1.7,2,1,129,86955
6494,2017,246149,3.3,3,0,300,55457
6495,2019,49673,5.8,0,0,241,45597
6496,2008,13642,2.8,0,0,123,40466
6497,2014,147410,5.4,0,1,428,24224
6498,2003,61761,1.6,0,1,160,77526
6499,2007,19622,4.1,3,1,248,62516
6500,2008,58423,4.0,2,0,417,14891
6501,2012,52873,5.3,3,0,226,69101
6502,2008,245616,1.0,2,1,69,33961
6503,2003,57565,1.9,2,0,254,27815
6504,2016,148878,2.1,0,0,78,57325
6505,2015,10757,5.7,0,1,59,23882
6506,2014,233318,1.8,0,0,58,47995
6507,2002,162542,1.2,2,0,413,82754
6508,2019,16220,3.7,1,1,112,21504
6509,2004,118408,3.6,1,0,82,22464
6510,2022,101851,5.2,1,1,201,99314
6511,2004,195826,5.7,3,1,129,39204
6512,2019,103329,3.7,2,0,81,68048
6513,2014,137636,5.6,1,1,53,46812
6514,2017,220924,4.6,2,0,239,94030
6515,2014,248702,2.3,2,0,383,16182
6516,2001,163577,5.6,3,1,175,94385
6517,2012,38288,4.3,0,0,424,60306
6518,2003,84492,3.1,0,1,71,16254
6519,2009,29109,4.4,3,0,200,74177
6520,2012,144569,3.0,3,1,267,27881
6521,2009,67326,1.6,2,1,331,47957
6522,2008,19864,4.6,1,1,354,8823
6523,2007,238118,5.1,2,1,221,35805
6524,2002,234589,4.6,2,1,288,72480
6525,2015,97562,2.1,1,1,199,99863
6526,2013,84310,5.8,0,1,157,36846
6527,2008,129454,1.1,2,1,244,68301
6528,2020,31017,2.7,0,0,475,76981
6529,2010,142893,2.3,0,0,101,34743
6530,2002,60337,1.2,0,0,450,69233
6531,2004,186557,3.0,2,0,191,42909
6532,2009,93557,4.1,1,0,113,78551
6533,2012,197460,5.4,1,0,222,85046
6534,2003,20372,5.9,0,0,241,43897
6535,2012,247756,5.0,0,0,207,17017
6536,2011,110050,3.3,1,1,446,29592
6537,2004,103938,4.6,3,0,203,57994
6538,2009,81333,5.2,3,0,281,7443
6539,2008,26283,3.3,0,0,209,50765
6540,2019,50857,4.9,1,0,479,8147
6541,2006,61772,3.4,3,1,100,78930
6542,2001,200742,2.9,1,1,264,13424
6543,2021,214205,3.6,2,0,339,95898
6544,2022,105856,4.4,0,0,157,50726
6545,2006,172333,4.6,3,1,421,51194
6546,2007,198226,2.8,0,1,253,50825
6547,2006,16107,3.9,2,1,264,23156
6548,2020,232368,5.5,1,0,77,37863
6549,2022,45561,5.9,0,1,324,83463
6550,2013,217746,2.1,3,1,225,29849
6551,2018,176340,2.0,2,1,403,29323
6552,2004,172680,4.4,3,1,121,25373
6553,2022,23138,3.1,1,1,467,67797
6554,2017,247737,1.1,3,1,411,15212
6555,2019,178765,2.7,3,0,449,52452
6556,2011,224072,5.0,3,0,120,65914
6557,2022,134143,5.0,2,1,332,31799
6558,2016,162320,3.5,3,1,100,12877
6559,2012,243829,3.4,3,1,133,39860
6560,2001,28632,3.9,2,0,103,76034
6561,2012,57547,2.1,2,0,172,56036
6562,2006,22100,3.6,2,0,276,75537
6563,2009,57930,1.1,1,0,66,58677
6564,2022,207933,3.4,2,1,269,79403
6565,2005,217977,2.7,1,0,121,39401
6566,2002,63025,4.4,2,1,163,14522
6567,2002,216948,4.2,2,1,400,48935
6568,2017,88944,2.9,0,1,178,19751
6569,2010,191912,1.0,0,1,154,71802
6570,2021,160441,2.3,0,1,319,84502
6571,2019,159532,4.2,0,1,440,70672
6572,2004,101641,1.4,2,1,113,92097
6573,2018,106920,1.5,2,1,441,79659
6574,2021,142533,4.2,1,0,487,44692
6575,2018,52362,4.8,2,1,201,13360
6576,2014,239448,2.6,1,0,488,52723
6577,2015,38610,3.4,3,1,434,95573
6578,2008,114334,5.7,3,1,276,25889
6579,2003,162067,5.7,2,1,249,94975
6580,2014,225788,2.5,3,1,118,33092
6581,2011,17717,5.0,2,1,81,79283
6582,2022,219939,4.0,1,0,50,62941
6583,2002,220544,5.9,0,1,243,81573
6584,2022,74022,3.4,3,0,475,60884
6585,2013,194740,4.9,2,1,283,33895
6586,2016,61645,4.8,0,0,442,58156
6587,2018,39550,3.5,1,0,253,30401
6588,2005,227223,5.0,2,0,123,31274
6589,2003,144648,2.3,3,1,201,68609
6590,2006,50868,1.6,1,0,410,6531
6591,2018,108039,3.1,2,0,419,5243
6592,2016,187452,5.7,3,1,196,86954
6593,2015,146800,3.5,1,1,100,79918
6594,2014,42800,4.2,1,1,386,28813
6595,2021,20886,4.1,0,0,307,10453
6596,2007,220686,1.7,0,1,59,51144
6597,2018,210981,3.0,0,1,152,92149
6598,2007,188308,4.5,2,0,183,83676
6599,2017,55805,5.9,1,1,239,32034
6600,2015,42532,1.8,0,1,115,46941
6601,2019,122765,3.1,3,1,313,5008
6602,2018,241768,1.5,2,1,373,10001
6603,2009,38688,2.2,0,0,236,90173
6604,2016,152135,2.9,2,1,355,74239
6605,2012,33089,3.7,1,0,400,86201
6606,2012,197014,2.2,3,1,341,37880
6607,2006,192901,2.1,1,0,185,30517
6608,2009,191625,4.9,3,0,144,6342
6609,2001,43585,5.8,1,1,450,38533
6610,2003,212811,2.6,2,1,236,91246
6611,2005,200076,4.4,1,1,281,51559
6612,2017,12438,2.3,3,0,383,94022
6613,2022,103095,5.6,2,0,441,50567
6614,2005,164284,4.4,2,1,427,5679
6615,2022,191434,5.0,3,0,394,44867
6616,2016,213249,1.2,3,1,255,84538
6617,2013,158055,4.0,2,1,348,51980
6618,2010,24026,3.6,3,1,282,64806
6619,2018,130168,2.5,1,1,112,39862
6620,2001,60998,2.3,1,0,386,12309
6621,2002,196816,3.9,1,1,418,84640
6622,2010,67013,4.5,2,0,317,14300
6623,2005,61039,1.2,1,1,389,7140
6624,2013,190903,3.8,2,1,403,90421
6625,2018,226244,1.9,3,0,105,16692
6626,2015,175675,1.7,1,0,98,10683
6627,2020,218830,4.1,2,1,485,79622
6628,2021,208785,2.6,0,1,444,58365
6629,2006,116446,3.2,1,0,76,52080
6630,2007,108452,2.8,1,0,495,74788
6631,2018,154177,4.2,2,0,442,74040
6632,2019,241120,3.4,2,1,131,12360
6633,2015,77182,5.8,3,1,279,16871
6634,2021,62147,2.8,2,1,85,6859
6635,2006,85400,4.7,3,1,479,56198
6636,2008,56434,2.3,0,0,269,24130
6637,2012,36515,3.5,3,0,423,12399
6638,2000,230370,3.8,1,0,283,69589
6639,2007,68001,2.6,2,0,206,75009
6640,2021,243043,3.4,0,0,128,90683
6641,2003,199469,2.4,0,0,346,51327
6642,2002,202487,1.0,2,1,285,49877
6643,2002,158032,2.1,1,1,77,45693
6644,2021,119591,4.5,2,0,241,50567
6645,2012,234215,4.9,2,0,201,89609
6646,2007,222910,2.4,2,1,150,6044
6647,2006,55778,3.0,3,0,449,9892
6648,2000,172013,1.2,0,1,327,63443
6649,2015,237929,2.2,0,1,96,67801
6650,2005,105849,4.9,1,0,66,68909
6651,2006,113083,4.0,0,0,434,45936
6652,2011,182027,2.0,2,1,464,29223
6653,2022,219637,2.3,0,1,394,59952
6654,2008,111276,5.1,1,0,61,63133
6655,2010,66908,2.0,3,1,325,79211
6656,2009,205139,2.7,3,0,452,68913
6657,2020,196768,4.3,2,1,310,52243
6658,2000,159501,3.8,2,0,303,66908
6659,2017,104048,3.3,0,1,64,15759
6660,2003,217748,5.5,0,0,74,32803
6661,2004,155919,2.1,1,0,212,93888
6662,2008,188263,4.7,2,0,157,22588
6663,2016,44256,1.8,1,0,360,95063
6664,2002,137025,4.1,3,0,112,17491
6665,2015,169846,5.4,0,1,292,84124
6666,2004,137343,3.3,2,1,352,79290
6667,2015,19127,4.6,0,0,165,12046
6668,2002,128251,5.1,2,1,369,90948
6669,2019,169277,1.7,3,1,71,8043
6670,2014,249282,4.5,1,0,155,49019
6671,2002,241178,5.6,2,1,382,34096
6672,2019,91163,3.9,0,1,379,88771
6673,2013,199836,1.9,2,1,385,80307
6674,2015,128279,1.6,1,0,432,55508
6675,2016,111824,2.3,3,1,179,12912
6676,2019,48664,1.5,0,1,175,36772
6677,2022,66795,3.6,3,0,419,35378
6678,2017,131729,1.3,3,1,277,16172
6679,2017,173405,2.1,1,0,420,9026
6680,2021,46079,3.2,2,1,458,98244
6681,2013,94225,3.4,2,0,366,30415
6682,2017,34259,3.8,2,0,310,22427
6683,2014,36571,4.5,2,0,77,59187
6684,2014,61119,1.2,0,1,386,33727
6685,2005,18009,1.4,3,0,499,43217
6686,2014,120210,1.3,2,1,64,79638
6687,2017,71829,3.1,3,1,232,36480
6688,2003,48230,1.2,0,1,425,63807
6689,2022,121364,4.7,0,1,343,75839
6690,2007,66049,2.1,0,0,456,24501
6691,2014,111762,5.7,3,0,259,83892
6692,2002,133273,3.4,2,0,63,82245
6693,2014,129466,3.2,3,1,81,7055
6694,2012,177570,4.9,2,0,93,66267
6695,2008,129053,4.6,1,1,397,37781
6696,2001,169892,4.0,2,1,423,54945
6697,2007,181387,5.7,2,0,165,7149
6698,2019,105018,3.1,2,0,172,18608
6699,2016,42795,5.0,0,1,421,98932
6700,2012,123812,2.9,1,1,491,77382
6701,2000,95411,5.2,2,0,151,6804
6702,2001,49191,2.3,1,0,53,17641
6703,2014,195525,2.4,3,0,420,18785
6704,2011,22453,4.4,3,1,239,97129
6705,2013,130848,2.1,0,1,493,91458
6706,2001,191397,2.1,3,0,252,33974
6707,2017,190562,2.5,1,1,287,65631
6708,2021,215868,4.4,1,1,108,71295
6709,2006,124165,5.4,1,0,380,74396
6710,2022,59993,4.4,1,0,462,19859
6711,2005,120780,5.1,1,1,452,23025
6712,2013,55706,3.7,0,1,194,94111
6713,2007,183889,1.3,2,0,53,55964
6714,2021,205616,1.5,3,0,477,55968
6715,2001,101434,3.8,1,0,309,35727
6716,2016,196782,2.6,3,0,492,50731
6717,2004,60799,2.1,0,0,445,88745
6718,2013,129586,3.3,0,1,290,40953
6719,2019,70964,4.3,2,0,352,71097
6720,2020,194750,2.9,0,0,440,70773
6721,2020,212222,5.0,2,1,278,76514
6722,2021,107379,4.7,1,0,189,16325
6723,2002,201510,4.7,0,1,376,51206
6724,2004,119987,5.9,3,0,103,28851
6725,2015,218295,2.5,0,1,491,72743
6726,2017,71926,4.2,0,1,112,70031
6727,2016,13801,5.3,1,0,192,76093
6728,2010,182120,3.9,2,0,470,82200
6729,2016,50144,4.9,2,1,105,91923
6730,2015,104478,3.1,0,1,122,24033
6731,2022,151220,4.0,3,0,146,69755
6732,2001,122364,1.3,0,1,407,42481
6733,2003,92819,5.9,3,1,129,10578
6734,2020,160933,5.0,1,1,336,69717
6735,2006,241120,5.3,1,0,320,78798
6736,2001,202789,4.5,2,1,179,32492
6737,2005,163552,1.9,3,0,62,65832
6738,2016,28637,1.2,0,1,297,27559
6739,2006,54621,5.3,0,1,54,55387
6740,2004,201376,3.0,0,0,481,91862
6741,2004,57431,2.3,0,0,466,50765
6742,2019,109937,3.8,1,0,81,11390
6743,2015,229993,3.1,3,1,230,17416
6744,2018,66172,4.3,1,1,155,76365
6745,2008,35437,3.4,3,0,286,93396
6746,2004,149221,4.5,2,1,70,10194
6747,2007,155743,5.3,3,0,499,51039
6748,2008,244077,2.0,0,1,494,86875
6749,2004,33119,2.6,1,0,487,73376
6750,2009,187189,3.2,0,0,274,50875
6751,2001,240389,5.8,3,1,252,77715
6752,2008,157351,2.8,3,0,90,35765
6753,2010,78835,2.9,2,0,392,59920
6754,2003,240882,4.3,3,0,471,37556
6755,2021,145875,3.1,3,0,210,47275
6756,2021,223969,5.8,0,0,281,31760
6757,2021,70805,5.5,3,1,185,57320
6758,2001,28201,3.6,3,0,341,44847
6759,2022,38634,4.2,1,1,82,48169
6760,2005,155832,1.3,1,0,78,59359
6761,2013,151898,4.5,2,1,400,97268
6762,2000,96821,4.5,2,0,106,52148
6763,2017,55775,2.8,0,1,377,26344
6764,2006,136546,2.1,0,0,494,41124
6765,2000,124090,5.6,1,0,395,90925
6766,2000,84676,3.1,1,1,419,54136
6767,2000,16798,4.3,1,1,488,87892
6768,2003,207175,1.2,2,1,229,46786
6769,2003,87160,3.1,2,0,420,54469
6770,2017,87751,5.1,3,1,476,5766
6771,2010,214574,2.9,2,0,175,7478
6772,2000,192482,4.0,3,1,173,25282
6773,2009,50888,2.0,0,0,459,67138
6774,2008,59047,3.1,2,0,421,72969
6775,2022,236361,5.6,0,1,302,27104
6776,2003,119640,3.8,3,0,408,38785
6777,2005,112614,5.5,0,0,307,67395
6778,2015,55955,5.5,0,1,488,53005
6779,2001,143054,5.7,2,1,139,93600
6780,2022,174936,5.5,3,1,67,97539
6781,2017,131298,1.0,3,1,268,18901
6782,2009,220190,5.7,1,1,227,7161
6783,2016,95490,1.7,2,0,258,76555
6784,2012,49265,1.2,2,0,350,12111
6785,2017,56313,1.3,3,0,64,89961
6786,2021,54350,2.7,2,0,284,67775
6787,2012,156450,4.1,0,1,184,42121
6788,2016,119168,3.0,1,1,258,82615
6789,2004,210887,1.1,3,0,260,26339
6790,2010,37924,3.4,2,0,204,52717
6791,2006,92593,3.2,2,0,89,47273
6792,2009,127490,4.8,0,0,322,69863
6793,2016,17312,2.4,2,0,209,20966
6794,2014,40353,2.1,2,1,193,85645
6795,2017,123744,2.3,0,0,240,38927
6796,2022,241745,2.5,2,0,271,55816
6797,2021,227522,4.0,1,0,383,50545
6798,2018,26192,3.4,0,0,493,88922
6799,2001,158522,2.7,3,1,291,28825
6800,2003,146504,2.9,1,1,410,72805
6801,2002,198297,2.9,2,0,387,10455
6802,2006,106548,5.9,0,0,135,98152
6803,2017,108991,2.2,0,1,229,37347
6804,2009,88711,5.1,2,1,129,85814
6805,2006,206676,4.5,3,1,354,63319
6806,2007,151367,1.0,1,0,98,31122
6807,2005,16774,6.0,2,0,203,21239
6808,2021,125107,4.8,3,0,228,70511
6809,2000,153262,4.4,0,0,348,97374
6810,2003,172358,3.0,0,0,375,87334
6811,2013,217397,3.8,0,0,292,37539
6812,2016,235522,2.3,2,0,376,78106
6813,2019,238552,1.2,3,0,58,79354
6814,2017,82427,5.2,2,0,477,20061
6815,2010,97513,5.5,2,0,241,9034
6816,2020,74014,1.8,1,0,139,11087
6817,2013,236959,4.9,1,1,51,21896
6818,2008,216924,4.7,1,1,469,33188
6819,2014,65256,1.9,3,0,52,7444
6820,2011,108743,3.1,0,0,487,14001
6821,2009,199702,3.1,1,0,454,57061
6822,2018,101190,4.8,0,1,244,83223
6823,2018,203843,5.2,3,0,314,33475
6824,2005,61715,1.5,1,0,317,30078
6825,2019,17466,3.8,1,0,292,95151
6826,2005,27637,4.8,0,1,214,83172
6827,2007,140424,4.9,2,0,262,5221
6828,2000,78745,1.7,3,1,470,77630
6829,2021,46317,3.6,3,0,409,96577
6830,2016,190838,5.3,1,1,244,82363
6831,2016,144150,2.6,3,1,105,66503
6832,2014,168371,3.1,0,0,154,78697
6833,2006,242866,5.0,2,0,262,43831
6834,2018,13543,1.4,2,1,368,12022
6835,2021,132790,5.3,3,0,203,34695
6836,2022,235699,2.6,2,1,265,26845
6837,2002,61052,1.0,0,1,95,88826
6838,2021,235555,2.2,1,0,230,48789
6839,2010,32064,1.4,1,1,109,61242
6840,2019,82287,1.5,3,1,293,8445
6841,2018,90442,4.5,3,1,275,65781
6842,2008,130550,2.1,3,0,81,83174
6843,2009,224704,5.7,1,0,396,62133
6844,2001,24425,3.6,3,1,495,94793
6845,2000,61481,3.3,2,0,224,28356
6846,2015,87347,3.2,1,0,366,5897
6847,2017,224186,4.5,0,0,143,41677
6848,2022,82317,3.3,3,1,437,78155
6849,2016,227898,1.6,1,0,179,38344
6850,2005,60530,5.4,3,0,200,18986
6851,2013,91099,3.1,1,0,360,76726
6852,2022,35888,1.4,1,1,346,75873
6853,2014,168563,3.6,1,0,301,6244
6854,2013,173424,4.2,0,0,470,90002
6855,2021,162748,2.4,1,1,188,21573
6856,2002,75836,5.0,2,0,469,17146
6857,2022,178535,4.3,3,0,320,93963
6858,2018,120478,4.3,3,0,406,33757
6859,2011,58990,3.1,3,1,372,60201
6860,2001,96544,5.8,1,0,161,27857
6861,2002,73627,2.4,3,1,207,94268
6862,2017,161293,3.9,2,0,106,32642
6863,2000,235942,2.5,2,1,239,49315
6864,2019,138345,4.7,2,0,82,75166
6865,2020,226909,1.2,0,1,370,83667
6866,2005,82843,1.2,2,1,50,49620
6867,2004,192385,5.1,2,0,180,85739
6868,2000,39251,3.2,3,1,58,74230
6869,2018,187658,2.7,1,0,81,59570
6870,2000,240765,4.0,3,1,126,23016
6871,2020,84418,4.5,0,0,350,6338
6872,2020,194956,2.0,0,1,144,54877
6873,2015,62620,1.9,0,0,234,51913
6874,2011,20040,5.8,2,1,326,50862
6875,2021,212749,3.9,2,1,72,7585
6876,2007,186950,3.0,2,0,459,64101
6877,2015,147041,5.0,1,0,166,32541
6878,2000,23162,3.6,3,1,409,52818
6879,2003,75435,2.2,2,1,79,19101
6880,2009,128504,2.0,0,1,420,91359
6881,2010,84667,3.0,1,1,374,61348
6882,2016,138658,5.3,1,0,457,92154
6883,2022,15037,1.3,0,0,123,22673
6884,2006,70526,2.1,2,1,369,21865
6885,2011,97914,5.5,1,0,468,16928
6886,2020,155765,1.6,0,0,455,29980
6887,2006,102162,4.1,2,1,344,68420
6888,2011,69090,2.1,1,1,360,41469
6889,2014,143523,4.0,1,1,279,59906
6890,2001,75560,2.9,3,0,312,41774
6891,2013,147034,1.5,3,0,495,13908
6892,2012,241932,3.9,1,1,88,72393
6893,2003,238023,4.4,1,1,453,75789
6894,2013,99552,4.4,1,1,153,29859
6895,2013,26444,4.2,3,0,489,94994
6896,2015,50443,3.5,2,1,401,60206
6897,2006,157578,3.6,3,0,243,94284
6898,2018,179456,4.2,0,0,192,47515
6899,2001,249670,4.5,1,0,251,65884
6900,2009,107229,4.3,0,1,454,92898
6901,2017,122314,3.9,0,0,256,72897
6902,2016,34248,1.8,0,0,83,15161
6903,2004,187234,2.1,3,0,340,84528
6904,2011,183762,2.3,3,1,420,13801
6905,2005,137521,5.6,2,1,310,84505
6906,2021,210697,4.8,0,0,361,37417
6907,2008,78008,3.8,0,0,132,64457
6908,2019,70309,2.3,3,0,312,83068
6909,2000,53237,1.6,0,0,358,31982
6910,2021,136967,5.5,3,0,287,67784
6911,2014,246826,5.5,1,1,221,5125
6912,2020,176804,1.6,1,0,235,30307
6913,2005,18104,5.0,0,1,411,40098
6914,2018,93230,3.2,2,1,91,50085
6915,2017,100266,2.6,3,0,277,6621
6916,2005,44980,4.7,1,0,323,62675
6917,2012,84990,4.1,1,0,311,16007
6918,2000,180632,4.9,0,1,181,67688
6919,2022,19554,1.4,3,0,447,67760
6920,2022,101049,2.6,0,1,474,83840
6921,2012,248079,2.6,3,0,480,81144
6922,2006,187059,2.6,2,0,146,12101
6923,2014,172057,3.5,3,1,102,11788
6924,2011,231370,2.4,1,0,326,61239
6925,2000,58167,3.2,0,1,446,96780
6926,2014,181500,2.8,3,0,243,42958
6927,2003,77238,4.7,1,1,448,70363
6928,2012,203795,4.0,0,1,404,40097
6929,2022,27038,4.3,0,0,222,88781
6930,2004,163291,2.1,2,0,389,87178
6931,2001,145343,2.6,1,0,242,77870
6932,2022,37397,1.1,3,1,479,57813
6933,2000,84491,1.5,1,0,436,28216
6934,2015,39602,2.3,0,0,194,87451
6935,2022,64471,1.3,2,0,194,5136
6936,2005,203222,4.0,3,1,325,44614
6937,2022,185299,6.0,2,1,309,16769
6938,2015,107081,1.5,2,1,380,12429
6939,2013,33116,5.1,1,0,64,25069
6940,2002,16674,1.6,0,1,362,66544
6941,2014,158541,4.3,0,1,478,50354
6942,2002,15446,4.2,3,0,332,52935
6943,2022,134809,5.5,2,0,265,33768
6944,2001,30760,1.6,2,0,325,27532
6945,2000,11963,2.6,2,0,157,6399
6946,2008,118281,1.5,1,1,305,90646
6947,2008,217074,3.0,0,1,128,74356
6948,2022,168334,5.6,2,1,439,40327
6949,2006,15177,4.9,2,1,67,32510
6950,2002,21160,4.6,0,0,391,50985
6951,2017,112876,3.7,3,1,354,91199
6952,2010,17543,5.4,1,0,262,88144
6953,2006,117211,3.2,1,0,457,46305
6954,2008,223234,1.7,1,1,258,50879
6955,2000,49278,5.2,0,0,60,66563
6956,2013,170679,2.4,1,0,195,62813
6957,2019,226907,1.3,2,0,84,57120
6958,2005,158293,1.6,1,0,104,86383
6959,2006,144395,4.0,0,0,400,70148
6960,2009,62105,4.0,1,1,77,76963
6961,2006,248913,2.3,3,0,393,14205
6962,2001,86151,4.6,3,1,213,65708
6963,2003,76968,4.9,0,0,158,58320
6964,2020,164310,5.6,0,0,73,82050
6965,2016,247031,3.9,3,1,210,66439
6966,2000,73830,4.9,1,1,421,10246
6967,2009,83967,4.8,2,0,214,19115
6968,2018,149402,2.3,0,1,446,46856
6969,2014,185225,2.6,3,1,321,40037
6970,2009,18611,3.4,1,1,161,27824
6971,2018,23872,1.1,0,0,476,82494
6972,2011,59455,2.5,1,1,122,87500
6973,2015,44930,3.4,2,1,99,88414
6974,2008,82022,1.5,0,1,160,45914
6975,2014,72714,1.6,2,0,62,82300
6976,2016,134906,3.3,2,1,120,32650
6977,2013,243478,4.7,2,1,468,22287
6978,2017,229866,5.2,3,0,250,19127
6979,2001,189788,3.7,2,1,340,63038
6980,2003,118722,3.4,2,0,73,19926
6981,2017,76704,2.9,1,0,486,43732
6982,2006,10415,2.0,3,0,263,46128
6983,2012,86441,1.7,3,1,344,71106
6984,2014,121736,5.0,3,1,196,20521
6985,2022,80779,3.3,3,0,477,49573
6986,2021,223141,5.0,2,1,431,30917
6987,2000,233628,4.5,1,1,223,9165
6988,2010,98444,2.0,2,0,478,45435
6989,2009,212507,3.6,2,1,465,9964
6990,2004,240214,3.2,3,1,54,73195
6991,2015,114448,3.1,3,1,381,14191
6992,2010,19888,3.7,0,1,409,9191
6993,2020,186371,5.9,1,0,439,38557
6994,2005,134790,5.1,3,1,387,47358
6995,2008,68765,5.5,3,0,56,42216
6996,2012,203786,1.1,2,0,260,34686
6997,2007,25935,1.7,2,0,320,74141
6998,2013,83002,1.4,2,1,378,32491
6999,2000,90631,2.3,3,0,325,26073
7000,2016,217801,3.2,1,1,289,69731
7001,2004,11320,4.2,3,0,364,54548
7002,2001,56032,3.5,3,1,53,6489
7003,2008,87763,5.5,1,0,251,13081
7004,2003,158979,5.7,3,0,155,28625
7005,2016,48002,1.8,3,0,89,52602
7006,2016,185910,5.3,1,0,114,15233
7007,2020,48912,3.4,3,0,84,81865
7008,2017,10552,3.3,0,0,93,10021
7009,2015,30140,4.9,0,0,312,29722
7010,2007,95591,1.5,2,0,199,86732
7011,2010,189809,5.4,3,0,328,69249
7012,2020,43367,4.4,1,1,114,71223
7013,2020,221706,5.4,1,1,393,44007
7014,2017,34061,6.0,0,1,325,50945
7015,2022,106590,3.6,2,0,81,83468
7016,2009,221408,1.5,3,1,402,86101
7017,2012,52124,1.8,1,0,213,50289
7018,2016,186710,2.6,1,1,451,87602
7019,2017,232187,1.5,3,1,402,26906
7020,2009,143054,5.1,2,0,210,46290
7021,2015,126322,2.5,0,1,374,14382
7022,2019,116134,5.9,3,0,131,74477
7023,2004,45765,4.5,3,1,314,62301
7024,2012,92606,1.9,3,1,91,26306
7025,2017,106422,3.4,0,1,248,34420
7026,2016,119910,3.3,1,0,432,60389
7027,2008,64681,3.5,3,1,256,86075
7028,2013,204304,3.7,3,0,159,60645
7029,2016,72349,1.2,3,1,181,55414
7030,2003,110063,4.4,3,1,479,42077
7031,2017,73474,3.4,2,0,280,88209
7032,2019,246399,5.0,2,0,121,78834
7033,2014,170585,5.1,2,1,457,34522
7034,2010,32592,2.2,1,1,377,80022
7035,2011,122196,1.2,3,0,173,45251
7036,2008,33618,4.5,3,0,246,44970
7037,2012,61632,5.9,3,1,328,64938
7038,2014,156481,3.2,3,0,156,14216
7039,2014,19529,2.3,0,1,488,28086
