edad,genero,horas_estudio,asistencia,nivel_socioeconomico,acceso_internet,actividades_extracurriculares,estado_emocional,nota_promedio_anterior,apoyo_familiar,rendimiento_academico
23,1,0.1,60,1,0,0,3,68.3,1,Bajo
18,0,2.9,72,2,1,1,2,66.4,2,Medio
18,0,8.0,74,1,0,1,3,96.9,1,Medio
21,0,5.1,61,3,1,0,3,67.0,3,Medio
24,0,5.6,50,1,0,1,2,52.6,2,Bajo
24,0,1.9,53,3,0,0,2,51.9,1,Bajo
16,0,1.2,50,3,0,0,2,60.8,1,Bajo
17,1,7.1,55,1,0,0,2,54.5,2,Bajo
17,0,3.3,83,3,0,0,2,89.7,3,Medio
20,1,0.0,76,2,1,0,2,83.7,2,Bajo
17,0,2.4,94,2,0,1,2,88.8,3,Medio
19,1,1.6,65,1,1,1,2,76.6,1,Bajo
18,1,4.8,60,2,0,0,2,73.7,1,Bajo
17,0,6.0,63,3,0,0,3,68.1,2,Medio
22,0,4.0,87,2,0,0,1,90.7,1,Medio
24,0,1.5,97,2,1,1,3,50.1,2,Bajo
17,0,0.5,98,1,0,1,2,75.8,1,Bajo
20,1,2.5,59,3,0,1,3,68.7,1,Bajo
21,0,6.4,62,2,0,1,2,57.7,2,Bajo
21,0,3.4,94,3,0,0,1,85.6,1,Medio
16,1,2.0,83,1,1,1,1,63.4,2,Bajo
17,1,0.2,82,2,1,0,2,70.9,3,Bajo
24,0,4.0,82,3,0,1,2,64.5,2,Bajo
24,0,5.5,88,2,1,1,3,80.5,1,Medio
18,1,1.5,62,1,0,0,3,50.5,1,Bajo
21,0,4.3,66,1,1,0,2,82.8,2,Medio
16,1,3.4,58,3,0,1,1,70.7,1,Bajo
17,1,5.6,62,2,1,0,3,85.7,2,Medio
21,0,6.9,65,2,1,0,3,91.9,3,Medio
21,1,2.5,86,3,1,0,1,75.7,2,Medio
24,0,7.2,79,1,1,0,1,93.5,3,Medio
17,0,5.7,88,1,1,1,3,56.7,3,Bajo
15,0,0.3,82,2,0,1,2,51.7,1,Bajo
17,1,6.3,89,3,1,1,1,94.3,2,Alto
19,0,4.0,55,2,1,0,3,55.9,1,Bajo
21,0,7.6,61,1,1,0,2,59.1,1,Bajo
18,1,2.6,51,1,1,1,2,56.1,3,Bajo
15,0,4.7,82,1,0,0,2,58.6,1,Bajo
20,0,7.6,64,2,1,0,3,95.0,1,Medio
16,0,2.2,66,3,1,0,3,92.4,1,Medio
17,1,3.8,84,2,0,1,1,63.3,1,Bajo
18,1,6.0,80,3,1,0,1,85.2,1,Medio
20,0,5.5,79,2,0,1,2,89.4,2,Medio
20,0,6.7,87,3,1,0,2,57.7,1,Bajo
21,0,4.2,65,3,0,1,3,61.4,3,Bajo
19,1,2.6,91,1,0,0,3,73.9,2,Medio
21,0,4.3,94,1,0,0,1,81.8,3,Medio
16,0,2.8,89,2,0,0,1,71.0,3,Medio
15,0,1.4,66,3,1,1,3,89.1,3,Bajo
24,1,4.4,56,1,1,1,2,99.5,3,Bajo
22,1,0.4,54,2,0,0,2,93.2,2,Bajo
15,1,0.3,89,1,1,1,1,92.6,3,Bajo
16,1,0.5,76,3,1,0,1,60.1,1,Bajo
24,1,5.4,50,1,0,0,2,95.2,3,Bajo
20,0,3.3,51,2,1,0,3,99.5,2,Bajo
15,0,4.0,53,2,0,0,2,78.3,1,Bajo
24,0,2.7,50,2,0,0,2,88.0,2,Bajo
17,0,2.0,78,2,1,0,2,80.0,1,Bajo
21,1,2.9,70,1,0,0,1,99.6,1,Medio
22,1,1.5,91,2,0,0,2,80.2,1,Bajo
18,0,5.4,84,2,1,1,2,73.7,2,Medio
17,1,0.8,83,1,0,1,2,57.8,3,Bajo
15,0,4.1,88,1,1,1,2,92.2,2,Medio
23,1,3.8,51,3,0,1,3,60.1,3,Bajo
24,0,2.4,74,2,1,1,3,83.9,1,Medio
20,0,0.8,55,1,0,1,1,62.2,1,Bajo
20,0,5.6,57,2,0,1,2,84.9,1,Bajo
23,1,4.6,84,1,0,0,3,52.3,1,Bajo
15,0,6.5,68,1,0,0,1,58.8,3,Bajo
20,0,1.9,58,2,1,1,2,86.0,3,Bajo
19,1,6.3,82,3,0,0,2,79.5,1,Medio
20,0,2.3,57,2,0,0,2,77.8,2,Bajo
22,1,0.9,87,3,1,0,2,54.7,2,Bajo
19,1,1.1,81,3,0,0,3,93.1,3,Bajo
16,1,1.8,72,2,1,0,3,81.7,3,Bajo
16,0,5.5,83,3,0,0,2,78.9,1,Medio
24,1,2.0,72,2,0,1,2,98.0,1,Bajo
19,1,4.8,95,1,1,1,1,77.6,1,Medio
17,1,2.1,81,3,0,1,3,90.4,2,Medio
24,0,2.9,50,2,1,1,2,60.7,3,Bajo
17,1,7.1,56,3,0,1,1,66.5,2,Bajo
22,0,4.0,92,2,0,0,1,83.0,3,Medio
21,1,4.8,97,2,1,1,2,81.5,1,Medio
15,1,1.5,73,3,1,0,3,54.3,2,Bajo
19,0,1.1,51,1,1,1,1,52.7,2,Bajo
23,0,3.3,67,1,0,0,1,60.7,3,Bajo
18,0,6.8,68,3,0,1,1,76.7,2,Medio
15,1,1.9,91,2,0,0,1,88.7,2,Bajo
22,1,5.0,85,1,1,0,1,69.4,1,Medio
19,0,7.0,77,2,1,0,2,62.6,1,Bajo
16,0,7.5,84,3,1,0,1,79.6,2,Medio
15,0,8.0,81,2,1,1,3,54.9,1,Bajo
17,0,6.1,62,1,0,1,3,58.6,3,Bajo
23,0,0.6,55,1,1,0,1,72.6,3,Bajo
15,1,7.0,78,3,0,1,1,98.3,2,Medio
18,1,7.1,59,3,0,1,1,66.3,3,Bajo
22,0,4.5,89,3,0,0,2,92.6,3,Medio
22,0,0.5,59,2,0,0,1,98.8,2,Bajo
24,1,3.8,83,1,0,1,2,91.1,2,Medio
22,0,1.7,69,3,0,0,1,72.1,3,Bajo
24,0,3.5,96,1,1,1,2,90.6,2,Medio
22,0,5.8,82,1,0,0,2,52.2,3,Bajo
18,0,5.3,60,1,1,0,1,93.2,1,Bajo
22,1,6.2,73,1,0,1,1,74.5,2,Medio
23,0,3.8,82,3,0,0,1,72.5,1,Medio
21,1,4.1,71,3,1,1,1,86.6,1,Medio
16,1,7.5,97,2,1,0,2,96.6,1,Medio
23,1,5.0,61,3,0,0,1,62.7,3,Bajo
22,1,6.0,79,1,0,1,3,71.2,2,Medio
19,0,5.3,81,2,1,1,3,82.5,2,Alto
17,1,5.1,93,2,1,1,1,80.3,3,Alto
21,0,7.3,68,3,1,0,2,61.7,2,Bajo
16,0,2.9,94,3,1,0,3,50.9,2,Bajo
17,1,3.4,89,1,1,0,2,58.1,3,Bajo
23,0,3.0,51,3,0,0,1,52.0,3,Bajo
18,0,6.1,63,2,0,1,1,53.0,1,Bajo
18,1,6.9,82,1,1,1,1,62.3,2,Bajo
17,1,2.9,81,1,1,0,3,86.2,1,Medio
19,1,1.1,90,2,1,1,1,62.8,1,Bajo
17,0,4.0,68,2,1,1,2,61.3,1,Bajo
23,0,7.9,63,2,1,1,2,81.8,1,Medio
17,1,1.6,53,2,0,0,2,78.2,1,Bajo
16,1,3.6,51,3,0,1,1,75.4,1,Bajo
19,0,2.2,59,2,1,1,2,82.3,3,Bajo
20,0,7.4,78,3,0,1,3,67.9,2,Medio
15,1,4.4,64,2,0,1,3,50.7,3,Bajo
20,0,4.6,80,2,1,0,2,71.5,3,Medio
24,0,0.1,82,2,0,0,3,68.3,2,Bajo
17,1,5.2,78,3,0,0,2,88.6,1,Medio
18,1,2.5,60,2,1,0,3,54.5,2,Bajo
20,0,4.1,97,3,1,1,3,89.1,2,Medio
22,0,4.2,94,1,1,0,1,85.6,2,Medio
23,0,4.7,89,1,0,1,2,66.7,3,Medio
20,0,6.6,58,2,1,1,2,81.4,3,Bajo
21,1,2.4,96,2,1,1,3,76.3,2,Medio
19,0,2.0,78,2,1,0,3,60.6,2,Bajo
23,1,6.4,86,2,0,0,1,95.2,2,Alto
18,0,5.7,70,1,1,1,2,59.5,1,Bajo
24,1,1.8,80,3,0,0,1,56.9,1,Bajo
20,0,0.0,71,2,0,0,3,70.5,2,Bajo
19,0,5.3,67,1,1,0,3,87.1,2,Medio
15,1,1.3,51,3,0,1,1,61.1,1,Bajo
19,0,7.7,71,2,0,1,3,93.3,3,Medio
19,1,4.8,86,1,1,0,3,78.9,1,Medio
23,1,6.8,69,2,0,0,2,59.5,3,Bajo
15,1,6.4,97,2,0,0,3,77.1,3,Medio
19,0,4.5,97,1,0,1,2,61.6,2,Bajo
21,0,3.5,53,2,0,0,3,60.1,1,Bajo
20,0,4.0,75,2,0,1,2,57.7,2,Bajo
20,1,6.4,69,1,0,0,3,79.4,1,Medio
21,0,5.1,71,2,1,1,2,50.5,3,Bajo
20,0,1.6,92,3,0,1,2,97.6,2,Bajo
19,1,4.9,69,2,0,1,2,51.3,3,Bajo
24,1,3.2,78,1,1,0,2,96.5,1,Medio
19,1,0.5,97,2,1,0,1,66.6,2,Bajo
23,1,3.1,80,2,1,1,2,78.5,3,Medio
22,0,1.8,72,2,0,1,3,75.0,3,Bajo
24,1,6.7,93,3,1,0,1,65.4,3,Medio
18,1,0.8,87,2,1,0,3,65.6,2,Bajo
18,0,2.9,65,1,1,0,3,56.7,1,Bajo
24,0,5.6,68,1,1,1,1,66.9,2,Medio
19,1,7.2,60,1,0,0,2,81.7,1,Bajo
17,0,2.7,61,1,0,0,1,79.6,2,Medio
22,0,4.9,85,2,1,1,3,92.7,2,Medio
21,1,3.0,62,3,1,0,1,61.2,3,Bajo
19,0,1.6,51,1,1,1,2,58.1,3,Bajo
24,1,2.6,60,2,0,0,2,90.2,1,Bajo
17,0,5.1,50,3,1,1,1,90.3,2,Bajo
19,0,5.7,90,3,0,1,3,86.4,1,Medio
17,0,3.0,59,1,0,1,2,57.0,1,Bajo
24,0,1.2,52,2,0,0,2,94.9,2,Bajo
19,1,1.1,57,2,1,0,3,69.9,3,Bajo
15,1,6.5,65,2,0,1,1,67.8,1,Medio
20,0,5.2,85,2,1,0,2,57.4,3,Bajo
24,0,5.8,92,1,1,0,3,58.9,2,Bajo
18,0,3.9,89,3,0,1,1,54.9,1,Bajo
18,1,3.7,88,3,1,0,3,76.7,1,Medio
22,0,1.7,69,1,0,1,3,68.9,2,Bajo
16,1,1.3,96,3,1,1,3,57.6,1,Bajo
18,0,1.2,57,3,0,0,1,83.9,1,Bajo
16,1,7.9,59,1,0,1,1,66.3,3,Bajo
15,1,6.6,86,1,0,1,3,83.8,1,Medio
24,0,5.0,81,3,1,0,1,90.0,3,Medio
17,1,1.7,76,1,1,1,3,81.4,3,Bajo
22,0,2.7,80,2,0,1,1,50.5,3,Bajo
20,1,2.8,52,2,0,1,3,64.2,3,Bajo
21,1,3.8,88,3,1,0,2,51.3,3,Bajo
16,0,3.4,55,1,1,1,3,67.9,3,Bajo
20,1,7.5,66,2,1,0,1,92.0,3,Medio
22,0,5.8,59,1,1,0,2,90.5,2,Bajo
22,1,0.7,70,3,1,1,2,58.1,1,Bajo
18,0,2.9,78,3,1,0,3,83.8,1,Medio
20,1,1.1,78,1,1,0,2,93.9,2,Bajo
19,1,2.2,69,1,1,0,2,93.2,1,Medio
23,0,7.7,64,1,1,0,3,90.2,2,Medio
22,1,5.6,51,2,0,0,2,62.1,2,Bajo
16,0,0.1,82,3,1,0,3,98.7,3,Bajo
21,0,2.6,61,3,1,0,2,85.9,2,Medio
21,1,3.5,62,2,0,1,1,84.8,1,Medio
15,0,4.8,93,2,0,1,3,95.9,1,Medio
15,0,4.0,93,2,1,0,1,67.2,1,Medio
18,0,0.6,88,3,1,1,1,72.5,3,Bajo
19,0,4.1,88,1,0,0,3,71.8,1,Medio
18,0,1.0,87,1,0,1,2,55.8,1,Bajo
21,0,4.2,94,3,0,0,3,64.4,1,Bajo
17,1,2.0,70,3,1,1,2,85.2,1,Bajo
21,0,1.2,90,1,0,0,3,52.0,3,Bajo
22,0,2.3,65,2,1,1,3,73.1,3,Medio
20,1,0.8,83,2,1,1,1,86.2,3,Bajo
20,0,2.3,76,3,0,1,3,86.8,1,Medio
22,0,6.9,92,3,1,0,1,95.8,1,Medio
22,0,2.5,52,3,0,0,1,78.0,3,Bajo
21,1,3.8,58,3,1,1,1,60.4,3,Bajo
20,1,4.2,93,1,0,1,1,88.5,3,Medio
20,0,1.4,83,1,0,0,3,75.3,2,Bajo
24,0,3.5,68,3,1,0,1,90.7,2,Medio
20,1,6.8,87,1,1,0,2,61.0,1,Bajo
22,0,0.6,75,2,1,1,2,50.4,1,Bajo
15,1,7.4,72,2,1,0,1,64.0,2,Bajo
19,0,7.0,67,3,1,0,2,59.1,1,Bajo
17,0,6.8,94,2,0,0,2,85.9,3,Alto
22,1,1.6,95,3,1,1,2,75.1,2,Bajo
20,0,3.9,89,1,1,1,1,68.7,3,Medio
16,1,4.9,90,3,1,0,2,53.9,1,Bajo
21,1,0.8,94,2,0,0,3,60.7,2,Bajo
21,0,4.5,98,3,0,1,3,96.4,2,Medio
19,0,6.7,87,1,1,1,2,60.3,3,Bajo
22,1,7.5,59,1,1,0,3,79.0,2,Bajo
19,1,2.2,92,3,1,0,3,91.0,2,Medio
15,0,2.3,59,2,0,0,3,64.6,2,Bajo
23,0,2.2,70,3,1,1,1,90.1,2,Medio
18,0,1.2,87,3,0,1,1,66.2,3,Bajo
16,0,3.4,87,2,0,0,2,78.8,3,Medio
18,1,6.3,96,3,1,1,3,64.1,2,Bajo
23,1,5.7,56,1,1,1,3,78.8,1,Bajo
16,0,7.2,61,1,0,1,1,60.5,1,Bajo
18,1,2.8,90,2,0,0,1,90.4,1,Medio
16,0,4.6,82,1,1,1,2,74.0,3,Medio
19,1,6.1,74,1,0,0,2,95.9,1,Medio
17,1,7.2,77,2,0,0,2,81.5,1,Medio
24,0,7.0,73,3,0,1,2,91.4,2,Medio
16,0,3.7,97,3,0,0,1,92.5,2,Medio
23,0,7.3,80,2,1,0,1,76.3,2,Medio
19,0,3.6,67,2,1,0,3,85.8,3,Medio
24,1,7.2,72,3,0,1,1,77.8,1,Medio
19,1,6.2,56,1,0,1,1,51.1,3,Bajo
15,0,1.8,99,3,1,0,3,85.9,1,Bajo
20,1,7.4,57,1,0,1,3,99.7,3,Bajo
21,1,1.9,64,1,0,0,3,93.5,2,Bajo
15,0,7.3,87,2,1,1,3,52.6,3,Bajo
23,0,4.9,77,1,1,1,1,96.7,2,Medio
22,0,5.3,76,2,1,1,3,60.0,1,Bajo
22,1,0.9,70,1,0,0,3,52.7,1,Bajo
21,0,0.5,93,3,1,0,3,50.6,3,Bajo
19,0,7.7,76,1,0,0,1,71.1,3,Medio
17,1,2.7,96,3,0,1,3,65.0,1,Bajo
23,1,6.8,96,2,1,0,2,58.9,3,Bajo
21,1,5.6,91,2,1,1,3,54.3,2,Bajo
24,1,4.8,90,1,0,1,1,67.9,2,Medio
24,0,5.5,63,3,1,0,3,61.4,2,Bajo
22,1,0.7,70,1,1,1,3,81.9,3,Bajo
20,0,3.3,63,2,1,1,3,68.8,3,Medio
19,0,4.9,98,3,0,1,3,72.5,3,Medio
22,1,6.9,92,2,0,0,1,88.3,1,Medio
17,0,5.7,55,2,1,1,1,67.4,2,Bajo
21,0,2.0,61,1,1,1,3,58.3,2,Bajo
16,1,7.9,77,1,1,0,3,64.7,1,Bajo
17,1,5.1,98,1,0,1,1,84.0,2,Alto
16,1,4.0,78,1,1,0,2,55.9,3,Bajo
19,0,6.3,86,2,0,0,3,82.8,1,Medio
21,0,4.8,87,2,1,1,3,86.3,3,Medio
24,1,5.7,52,3,0,1,1,82.2,3,Bajo
24,1,4.9,82,1,0,1,3,68.2,3,Medio
15,1,1.4,99,3,1,1,2,82.7,2,Bajo
24,1,4.3,95,1,1,1,2,91.6,2,Medio
23,1,2.3,61,3,0,0,1,65.8,1,Medio
15,1,4.6,61,3,1,1,2,63.4,1,Bajo
15,1,1.0,60,1,1,1,2,97.9,1,Bajo
24,0,1.9,77,1,1,0,1,94.6,1,Bajo
22,1,6.5,84,2,1,1,3,63.5,3,Bajo
20,1,3.2,83,2,1,0,1,58.5,3,Bajo
20,1,5.4,71,1,1,1,3,71.2,2,Medio
23,1,4.0,88,1,1,1,1,75.3,1,Medio
18,0,2.7,72,1,1,1,1,58.4,3,Bajo
22,1,4.0,61,1,0,1,1,51.2,1,Bajo
18,0,6.5,68,3,0,0,3,90.9,1,Medio
16,0,2.3,80,3,1,0,3,96.2,2,Medio
22,0,3.4,62,3,1,1,1,53.4,2,Bajo
21,1,1.6,68,3,0,0,2,92.0,2,Bajo
18,1,2.8,85,2,0,0,3,72.1,1,Medio
23,0,7.1,71,1,0,0,1,58.9,1,Bajo
23,0,6.3,93,3,0,1,3,69.3,1,Medio
22,1,3.0,79,3,0,0,2,93.3,2,Medio
15,0,1.1,53,1,1,1,3,56.1,1,Bajo
21,0,3.4,62,3,1,0,1,54.9,1,Bajo
19,1,6.2,69,3,1,1,2,98.3,2,Medio
21,1,0.4,88,2,1,1,2,64.7,2,Bajo
23,0,6.0,55,3,1,1,3,93.1,1,Bajo
16,0,5.4,93,1,0,0,1,78.1,2,Medio
18,1,0.5,61,3,1,0,2,62.0,1,Bajo
18,1,5.1,65,2,0,1,2,64.8,2,Bajo
16,1,2.4,94,2,0,0,1,70.6,2,Medio
17,0,1.4,66,1,1,0,1,57.5,3,Bajo
22,1,3.1,57,2,1,0,2,85.5,1,Bajo
23,0,1.6,82,3,0,0,1,70.9,1,Bajo
20,0,6.6,93,1,0,1,2,94.5,2,Alto
24,1,5.9,88,3,0,1,1,95.8,3,Alto
16,1,7.8,61,1,1,0,1,95.7,1,Medio
16,1,4.3,75,2,1,1,2,82.5,1,Medio
21,1,0.7,68,2,0,1,2,73.8,1,Bajo
22,0,2.9,62,3,0,0,2,54.2,1,Bajo
22,0,6.7,59,2,1,1,1,87.8,1,Bajo
20,0,3.2,83,3,0,1,3,54.5,2,Bajo
24,0,3.6,80,2,0,0,1,59.1,2,Bajo
22,1,3.3,76,2,0,0,2,92.1,3,Medio
15,0,1.9,52,3,0,0,2,92.7,1,Bajo
23,1,0.6,93,2,0,0,2,71.7,3,Bajo
15,1,1.4,54,1,1,0,3,86.0,1,Bajo
17,0,2.9,54,2,0,0,3,61.0,3,Bajo
23,0,2.0,86,1,1,1,3,94.8,3,Bajo
19,0,4.6,56,1,1,0,3,82.7,1,Bajo
23,0,4.9,89,1,0,1,1,92.9,1,Medio
23,0,4.6,97,1,1,0,2,69.6,2,Medio
20,1,0.7,91,1,0,1,1,52.0,2,Bajo
15,1,5.3,62,2,0,0,1,99.7,1,Medio
24,0,3.1,83,2,0,0,3,88.1,1,Medio
21,0,7.0,85,3,1,0,1,58.3,1,Bajo
20,0,4.2,83,3,1,0,1,82.0,2,Medio
23,0,0.7,52,3,1,0,1,97.3,2,Bajo
21,0,0.1,59,3,1,1,3,94.9,2,Bajo
18,0,5.6,92,1,1,0,1,97.0,2,Alto
21,1,3.2,84,2,1,1,2,55.5,3,Bajo
16,1,2.3,86,1,1,0,1,92.7,1,Medio
20,0,3.6,55,3,0,0,1,94.6,1,Bajo
20,0,0.6,70,1,1,0,1,59.0,2,Bajo
16,1,3.1,94,3,1,0,2,85.4,3,Medio
18,0,2.5,54,3,0,0,3,84.6,1,Bajo
22,0,6.4,52,3,0,0,2,84.4,1,Bajo
22,0,1.4,69,3,0,1,2,78.6,3,Bajo
22,1,6.1,79,2,0,1,2,61.9,3,Bajo
22,0,4.0,61,3,1,1,1,55.4,1,Bajo
15,1,0.7,84,2,1,0,2,62.3,3,Bajo
16,0,7.8,81,2,0,0,3,95.7,3,Alto
18,0,5.9,68,3,1,0,1,61.3,1,Bajo
23,1,2.1,64,2,1,0,1,71.6,3,Medio
17,0,4.7,59,3,1,0,1,72.0,1,Bajo
20,1,7.2,75,3,1,0,2,96.2,3,Medio
21,1,7.4,55,3,0,0,3,55.8,2,Bajo
22,0,5.8,97,3,1,0,1,73.9,2,Medio
21,1,5.8,96,2,1,0,1,90.5,1,Medio
17,1,2.2,75,1,0,1,3,53.1,2,Bajo
20,0,7.9,51,1,0,1,3,87.3,3,Bajo
19,0,1.9,98,3,0,1,2,54.7,2,Bajo
24,0,0.7,97,3,0,1,3,72.6,3,Bajo
18,1,7.8,81,3,1,1,1,57.9,1,Bajo
15,0,1.2,52,1,1,1,2,69.5,1,Bajo
21,0,4.2,68,1,0,0,3,51.9,1,Bajo
22,0,3.7,85,3,0,1,2,92.1,3,Medio
16,0,6.8,69,2,0,0,2,56.7,1,Bajo
21,1,3.2,79,2,0,1,3,59.4,3,Bajo
20,0,4.0,86,1,0,1,1,72.9,3,Medio
19,0,0.3,94,2,1,1,3,51.0,3,Bajo
18,0,1.7,69,2,1,1,2,96.1,3,Bajo
16,0,6.7,83,3,0,1,1,70.7,1,Medio
24,0,3.8,93,2,0,0,1,76.5,2,Medio
20,1,1.8,66,3,1,1,3,93.5,2,Bajo
19,0,3.0,91,3,1,1,2,78.8,1,Medio
16,0,2.3,72,3,0,1,1,54.0,1,Bajo
24,1,4.4,90,3,0,0,2,90.2,3,Medio
21,0,0.4,58,2,1,0,2,95.8,3,Bajo
20,1,1.8,76,1,0,1,1,90.4,3,Bajo
23,1,2.8,66,2,1,0,3,59.5,2,Bajo
24,1,7.4,90,1,0,1,1,74.1,3,Medio
19,1,5.0,95,1,0,0,1,65.0,2,Bajo
23,0,4.0,66,3,0,0,3,79.9,1,Medio
23,0,1.5,98,2,0,0,3,91.9,1,Bajo
15,1,4.5,51,1,0,0,2,70.0,1,Bajo
19,1,7.4,64,1,1,0,2,79.6,1,Medio
23,1,4.5,60,2,0,1,2,50.5,1,Bajo
21,1,1.3,86,1,1,1,2,67.5,2,Bajo
20,1,8.0,90,2,1,1,2,81.1,3,Alto
20,0,4.0,58,3,0,1,2,99.5,1,Bajo
21,1,2.6,63,1,0,0,3,63.9,1,Bajo
15,0,4.0,57,3,1,0,1,58.7,1,Bajo
18,1,2.1,92,1,0,0,2,94.8,2,Medio
15,1,0.2,61,3,0,1,3,78.1,2,Bajo
20,0,7.1,56,1,0,0,1,99.8,1,Bajo
18,1,3.4,52,2,1,1,2,62.7,1,Bajo
15,0,6.0,75,3,0,1,3,59.8,1,Bajo
23,0,7.8,52,2,0,0,3,67.8,3,Bajo
18,1,5.1,95,1,0,1,1,78.9,2,Medio
20,1,5.5,53,3,0,1,1,53.8,3,Bajo
21,0,7.5,81,3,0,1,3,69.4,3,Medio
22,0,4.1,95,1,0,1,2,53.3,3,Bajo
23,1,2.6,63,1,0,1,2,82.9,3,Medio
23,0,7.4,52,1,0,0,3,67.2,3,Bajo
22,1,0.6,62,2,0,0,1,98.5,3,Bajo
24,1,1.7,57,3,0,0,3,55.2,2,Bajo
17,1,2.7,87,3,1,1,2,94.7,2,Medio
16,0,6.3,51,2,0,0,3,51.3,1,Bajo
19,1,7.2,87,3,0,1,3,82.7,1,Medio
15,0,3.6,95,2,1,1,2,97.4,2,Medio
17,0,2.3,80,2,0,1,3,85.4,3,Medio
15,1,2.8,88,1,1,1,1,51.5,2,Bajo
17,0,5.3,76,2,0,0,2,82.9,3,Medio
18,0,1.3,66,3,1,0,2,64.4,3,Bajo
21,0,4.4,84,3,0,1,2,86.5,2,Medio
19,0,4.7,95,1,0,0,3,72.6,1,Medio
19,0,5.7,73,3,0,1,2,80.9,2,Medio
15,1,4.8,50,2,1,0,1,51.2,2,Bajo
22,1,0.8,78,3,0,1,3,64.0,2,Bajo
18,0,5.5,75,2,1,1,3,65.1,1,Medio
24,1,0.2,93,3,0,1,1,72.4,1,Bajo
19,1,3.1,84,3,0,1,1,94.0,3,Medio
16,1,3.3,93,1,0,1,2,68.5,2,Medio
15,0,0.9,73,2,0,1,3,85.2,2,Bajo
23,0,0.1,95,1,1,0,2,67.8,3,Bajo
16,1,0.6,82,1,0,0,3,60.0,3,Bajo
20,1,3.6,75,1,0,0,3,73.1,3,Medio
15,1,1.9,86,1,1,1,1,62.2,1,Bajo
15,0,0.6,88,2,0,0,2,52.6,1,Bajo
23,0,2.1,75,2,1,0,3,60.7,2,Bajo
18,1,4.2,87,3,0,0,2,54.1,1,Bajo
23,0,5.9,99,3,0,1,3,52.4,2,Bajo
19,0,3.3,87,1,0,0,2,86.9,3,Medio
21,0,4.9,60,2,0,0,3,84.8,3,Bajo
15,1,4.8,78,3,0,0,2,57.7,3,Bajo
20,0,7.2,78,1,1,1,2,52.0,3,Bajo
22,0,1.4,52,1,0,1,1,51.2,1,Bajo
15,1,3.8,58,3,1,1,2,86.6,3,Bajo
23,1,5.1,84,2,0,1,1,71.2,3,Medio
17,1,4.2,55,3,1,1,1,71.5,3,Bajo
15,0,3.6,58,3,1,1,2,53.2,1,Bajo
15,0,7.8,57,2,1,1,3,90.1,1,Bajo
20,0,7.5,76,3,1,0,1,64.6,3,Bajo
20,0,4.9,83,1,1,1,2,71.0,3,Medio
15,0,3.5,73,3,1,1,2,72.1,3,Medio
17,0,6.0,97,2,0,1,2,94.1,1,Medio
21,1,4.1,54,2,0,1,3,91.7,1,Bajo
24,0,8.0,59,3,0,1,1,66.4,2,Bajo
17,0,5.5,69,3,1,1,1,53.7,1,Bajo
17,1,0.5,71,3,1,1,3,77.9,1,Bajo
17,1,3.2,61,1,1,1,1,63.7,3,Bajo
21,0,5.8,93,2,1,0,3,65.4,1,Medio
18,0,6.7,78,1,0,0,2,94.1,1,Medio
18,1,6.5,80,1,0,0,1,86.8,2,Medio
17,0,7.8,55,1,0,1,3,69.5,1,Bajo
24,1,3.9,95,2,0,0,1,82.4,1,Medio
23,1,1.1,56,2,1,0,3,59.6,3,Bajo
16,0,5.2,82,1,0,0,1,83.4,3,Alto
18,1,0.6,95,2,1,1,2,53.1,2,Bajo
22,0,7.8,64,2,1,1,1,82.8,3,Medio
20,1,6.1,62,2,0,1,1,94.3,1,Medio
21,1,7.9,73,3,1,1,3,79.0,1,Medio
21,1,3.0,79,2,0,0,1,67.0,2,Medio
16,0,0.1,82,2,0,0,1,77.9,2,Bajo
18,0,4.2,69,2,1,0,3,66.6,3,Medio
24,0,1.0,68,1,0,1,3,64.6,1,Bajo
24,0,5.4,68,3,1,0,1,50.2,3,Bajo
20,0,4.0,87,3,0,1,3,62.6,3,Bajo
17,0,6.0,73,1,1,0,3,94.7,2,Medio
23,1,2.3,54,2,1,1,3,59.0,1,Bajo
18,1,6.6,71,2,1,1,2,81.7,1,Medio
24,0,5.2,71,3,1,1,3,80.7,3,Medio
16,0,7.9,77,2,1,0,3,61.3,1,Bajo
20,0,1.4,66,3,0,0,1,88.6,2,Bajo
15,1,0.4,80,1,0,1,3,72.0,3,Bajo
20,0,6.8,96,3,1,0,3,89.9,2,Alto
24,0,2.7,56,3,1,1,3,50.6,1,Bajo
15,0,3.4,66,3,0,0,3,57.4,1,Bajo
22,1,7.4,61,3,1,0,2,68.8,2,Medio
19,1,3.5,56,3,1,0,3,73.8,3,Bajo
20,1,2.4,78,1,1,1,1,77.3,1,Medio
16,1,0.5,94,2,1,1,2,89.4,1,Bajo
16,0,3.5,57,2,0,0,2,95.2,3,Bajo
23,0,5.2,53,3,0,1,3,65.9,2,Bajo
17,0,2.2,89,2,0,0,1,94.3,3,Medio
20,1,5.7,65,3,0,0,2,63.3,2,Bajo
24,0,3.8,65,2,1,1,3,53.6,1,Bajo
19,1,6.9,71,2,1,1,3,79.0,3,Medio
18,0,1.3,60,2,1,0,3,83.3,1,Bajo
24,0,6.1,90,2,0,1,1,64.8,2,Bajo
16,0,7.5,60,1,1,0,2,58.5,3,Bajo
22,0,5.9,54,3,1,1,2,54.8,3,Bajo
24,1,3.2,91,3,1,1,3,72.0,3,Medio
21,1,1.8,87,1,1,0,3,70.4,1,Bajo
